"Word","NSyll","POS"
"maternity","4","NN"
"mates","1","NN|VB"
"matey","2","JJ"
"math","1","NN"
"mathematical","5","JJ"
"mathematically","5","RB"
"mathematician","5","NN"
"mathematics","4","NN"
"Matilda","3","NN"
"matinee","3","NN"
"mating","2","NN|VB"
"Matisse","2","NN"
"matriarch","3","NN"
"matriarchal","4","JJ"
"matriarchy","4","NN"
"matricide","3","NN"
"matriculate","4","VB"
"matriculated","5","VB|JJ"
"matrimonial","4","JJ"
"matriculation","5","NN"
"matrimony","4","NN"
"matrix","2","NN"
"matron","2","NN"
"mats","1","NN"
"Matt","1","NN"
"matted","2","VB|JJ"
"matter","2","NN|VB"
"mattered","2","VB"
"matters","2","NN|VB"
"Matthew","2","NN"
"matting","2","NN|VB"
"mattress","2","NN"
"mattresses","3","NN"
"maturate","3","VB"
"maturation","4","NN"
"maturational","5","JJ"
"mature","2","JJ|VB|NN"
"matured","2","VB"
"maturing","3","VB"
"maturities","4","NN"
"maturity","4","NN"
"maul","1","VB"
"mauler","2","NULL"
"mauling","2","VB|NN"
"Maureen","2","NN"
"Maurice","2","NN"
"Mauritania","4","NN"
"mausoleum","3","NN"
"mauve","1","JJ"
"maverick","3","NN"
"mavericks","3","NN"
"Max","1","NN"
"maxi","2","JJ"
"maxim","2","NN"
"maxima","3","NN"
"Maximilian","4","NN"
"maximization","5","NN"
"maximize","3","VB"
"maximized","3","VB"
"maximizes","4","VB"
"maximizing","4","VB"
"maximum","3","NN"
"maximums","3","NN"
"Maxine","2","NN"
"Maxine's","2","encl"
"Max's","2","encl"
"Maxwell","2","NN"
"Maxwell's","2","encl"
"may","1","VB|NN"
"Mayan","1","JJ|NN"
"Mayans","1","NN"
"maybe","2","RB|NN"
"mayday","2","NN|minor"
"Mayflower","2","NN"
"mayfly","2","NN"
"mayhem","2","NN"
"mayor","1","NN"
"mayoral","2","JJ"
"mayor's","1","encl"
"maypole","2","NN"
"Mays","1","NN"
"maze","1","NN"
"McCarthyism","5","NN"
"me","1","minor"
"mead","1","NN"
"meadow","2","NN"
"meadows","2","NN"
"meager","2","JJ"
"meal","1","NN"
"meals","1","NN"
"mealtime","2","NN"
"mealy","2","JJ"
"mealybug","3","NN"
"mean","1","VB|NN"
"meander","3","VB|NN"
"meandered","3","VB"
"meandering","4","VB"
"meanest","2","JJ"
"meanie","2","NN"
"meaning","2","NN|VB"
"meaningful","3","JJ"
"meaningfully","4","RB"
"meaningfulness","4","NN"
"meaningless","3","JJ"
"meanings","2","NN"
"meanness","2","NN"
"means","1","VB|NN"
"meant","1","VB"
"meantime","2","NN|RB"
"meanwhile","2","RB"
"measles","2","NN"
"measly","2","JJ"
"measurable","4","JJ"
"measurably","4","RB"
"measure","2","NN|VB"
"measured","2","VB"
"measurements","3","NN"
"measures","2","NN|VB"
"measurement","3","NN"
"measuring","3","VB|NN"
"meat","1","NN"
"meatball","2","NN"
"meats","1","NN"
"meaty","2","JJ"
"Mecca","2","NN"
"mechanic","3","NN|JJ"
"mechanical","4","JJ"
"mechanically","4","RB"
"luncheons","2","NN|VB"
"lunchroom","2","NN"
"lunchtime","2","NN"
"lung","1","NN"
"lunge","1","VB|NN"
"lunged","1","VB"
"lungpower","3","NN"
"lungs","1","NN"
"lurch","1","NN|VB"
"lurched","1","VB"
"lurching","2","VB"
"lure","1","VB|NN"
"lured","1","VB"
"lurid","2","JJ"
"luring","2","VB"
"lurk","1","VB"
"lurked","1","VB"
"lurking","2","VB"
"lurks","1","VB"
"luscious","2","JJ"
"lush","1","JJ|NN"
"lushes","2","NN"
"lust","1","NN"
"luster","2","NN|VB"
"lustful","2","JJ"
"lustily","3","RB"
"lustre","2","NN"
"lustrous","2","JJ"
"lusts","1","NN"
"lusty","2","JJ"
"lute","1","NN"
"Luther","2","NN"
"Lutheran","3","NN|JJ"
"Luther's","2","encl"
"Luxemburg","3","NN"
"luxuriance","3","NN"
"luxuriant","3","JJ"
"luxuries","3","NN"
"luxurious","3","JJ"
"luxury","3","NN"
"lye","1","NN"
"lying","2","VB|NN"
"Lyle","1","NN"
"lymph","1","NN"
"lymphoma","3","NN"
"lynch","1","VB|NN"
"lynched","1","VB|JJ"
"Lynn","1","NN"
"lynx","1","NN"
"lyre","1","NN"
"lyric","2","JJ"
"lyrical","3","JJ"
"lyricist","3","NN"
"lyricists","3","NN"
"lyricism","4","NN"
"lyricist's","3","encl"
"lyrics","2","NN"
"Lysol","2","NN"
"ma","1","NN"
"ma'am","1","NN|minor"
"macabre","3","JJ|NN"
"macaroni","4","NN"
"macaroon","3","NN"
"macaw","2","NN"
"Macbeth","2","NN"
"mace","1","NN"
"Macedonia","4","NN"
"machete","3","NN"
"Machiavelli","4","NN"
"Machiavellian","4","JJ|NN"
"machinate","3","VB"
"machination","4","NN"
"machine","2","NN|VB"
"machinegun","3","NN|VB"
"machinelike","3","JJ|RB"
"machinery","4","NN"
"machines","2","NN|VB"
"machinist","3","NN"
"machinists","3","NN"
"machismo","3","NN"
"Macintosh","3","NN"
"mack","1","NN"
"mackerel","2","NN"
"mackinaw","3","NN"
"mackintosh","3","NN"
"Mack's","1","NULL"
"macrame","3","NULL"
"macrobiotic","5","JJ"
"macrocosm","4","NN"
"macrophages","4","NN"
"macromolecular","6","JJ"
"macroscopically","5","RB"
"mad","1","JJ|NN"
"Madagascan","4","NN|VB"
"Madam","2","NN"
"Madame","2","NN"
"Madagascar","4","NN"
"madcap","2","JJ"
"madden","2","VB"
"maddening","3","JJ|VB"
"made","1","VB|NN"
"Madeleine","3","NN"
"mademoiselle","4","NN"
"madhouse","2","NN"
"Madison","3","NN"
"Madison's","3","encl"
"madly","2","RB"
"madman","2","NN"
"madmen","2","NN"
"madness","2","NN"
"Madonna","3","NN"
"Madonna's","3","encl"
"Madrid","2","NN"
"madrigal","3","NN"
"madrigals","3","NN"
"madwoman","3","NN"
"maelstrom","2","NN"
"maestro","2","NN"
"maestro's","2","encl"
"Mafia","2","NN"
"mag","1","NN"
"magazine","3","NN"
"magazines","3","NN"
"magazine's","3","encl"
"Magdalene","3","NN"
"magenta","3","JJ"
"Maggie","2","NN"
"Maggie's","2","encl"
"maggot","2","NN"
"maggots","2","NN"
"maggoty","3","JJ"
"magi","2","NN"
"magic","2","NN|VB"
"magical","3","JJ"
"magically","3","RB"
"magician","3","NN"
"magicians","3","NN"
"magician's","3","encl"
"magisterial","4","JJ"
"magistracy","4","NN"
"magistrate","3","NN"
"magistrates","3","NN"
"magma","2","NN"
"magnanimity","5","NN"
"magnanimous","4","JJ"
"magnate","2","NN"
"magnates","2","NN"
"magnesia","3","NN"
"magnesium","3","NN|JJ"
"magnet","2","NN"
"magnetic","3","JJ|NN"
"magnetically","4","RB"
"magnetism","4","NN"
"magnetisms","4","NN"
"magnetize","3","VB"
"magnetized","3","VB"
"magnified","3","VB"
"magnifies","3","VB"
"magnification","5","NN"
"magnificence","4","NN"
"magnificent","4","JJ"
"magnificently","5","RB"
"magnify","3","VB"
"magnifying","4","VB"
"magnitude","3","NN"
"magnitudes","3","NN"
"magnolia","3","NN"
"magnum","2","NN"
"magpie","2","NN"
"magpies","2","NN"
"mahjong","2","NN"
"mahogany","4","NN|JJ"
"maid","1","NN"
"maiden","2","NN"
"maidenhead","3","NN"
"maidenhood","3","NN"
"maidens","2","NN"
"maids","1","NN"
"maid's","1","encl"
"maidservant","3","NN"
"mail","1","NN|VB"
"mailbag","2","NN"
"mailboat","2","NN"
"mailbox","2","NN"
"mailboxes","3","NN"
"mailed","1","VB"
"mailer","2","NN"
"mailing","2","NN|VB"
"mailings","2","NN"
"mailman","2","NN"
"mails","1","NN|VB"
"maim","1","VB"
"maimed","1","JJ|VB"
"main","1","JJ|NN"
"Maine","1","NN"
"mainland","2","NN"
"mainline","2","NN|JJ"
"mainly","2","RB"
"mainmast","2","NN"
"mains","1","NN"
"mainsail","2","NN"
"mainspring","2","NN"
"mainstay","2","NN"
"mainstream","2","NN"
"maintain","2","VB"
"maintained","2","VB"
"maintaining","3","VB"
"maintains","2","VB"
"maintenance","3","NN"
"maize","1","NN"
"majestic","3","JJ|NN"
"majestically","4","RB"
"majesties","3","NN"
"majesty","3","NN"
"majesty's","3","encl"
"major","2","JJ|NN"
"majored","2","VB|JJ"
"majorities","4","NN"
"majority","4","NN"
"majors","2","NN"
"make","1","VB|NN"
"maker","2","NN"
"makers","2","NN"
"makes","1","VB|NN"
"makeshift","2","JJ"
"makeshifts","2","NN"
"makeup","2","NN"
"making","2","VB|NN"
"makings","2","NN"
"maladaptive","4","JJ"
"maladies","3","NN"
"maladjusted","4","JJ"
"maladjustments","4","NN"
"maladministration","6","NN"
"maladroit","3","JJ"
"maladjustment","4","NN"
"malady","3","NN"
"malaise","2","NN"
"malapropism","5","NN"
"malapropos","4","JJ|RB|NN"
"malaria","3","NN"
"Malaysia","3","NN"
"Malcolm","2","NN"
"malcontent","3","NN"
"male","1","JJ|NN"
"malediction","4","NN"
"maleness","2","NN"
"males","1","NN"
"malevolence","4","NN"
"malevolencies","NULL","NULL"
"malevolent","4","JJ"
"malfeasant","3","JJ"
"malformation","4","NN"
"malformations","4","NN"
"malformed","2","JJ"
"malfunction","3","NN|VB"
"malfunctioning","4","NN|VB|JJ"
"Mali","2","NN"
"malice","2","NN"
"malicious","3","JJ"
"malign","2","VB"
"malignancies","4","NN"
"malignant","3","JJ|NN"
"maliciously","4","RB"
"malignancy","4","NN"
"maligned","2","VB|JJ"
"malinger","3","VB"
"mall","1","NN"
"mallard","2","NN"
"malleable","3","JJ"
"mallet","2","NN"
"malnourished","3","JJ"
"malnutrition","4","NN"
"malodorous","4","JJ"
"malpractice","3","NN"
"malt","1","NN"
"Malta","2","NN"
"malted","2","VB|JJ"
"Maltese","2","NN|JJ"
"Malthus","2","RB|NN|JJ"
"maltreat","2","VB"
"maltreatment","3","NN"
"mama","2","NN"
"mama's","2","NULL"
"mamba","2","NN"
"mambo","2","NN"
"mamma","2","NN"
"mammal","2","NN"
"mammalian","3","JJ"
"mammals","2","NN"
"mammary","3","JJ"
"mammas","2","NN"
"mammoth","2","JJ|NN"
"man","1","NN|VB"
"manacle","3","NN|VB"
"manage","2","VB"
"manageable","4","JJ"
"managed","2","VB"
"management","3","NN"
"managements","3","NN"
"management's","3","encl"
"manager","3","NN"
"managers","3","NN"
"manager's","3","encl"
"manages","3","VB"
"managerial","4","JJ"
"managing","3","VB|NN"
"manatee","3","NN"
"Manchester","3","NN"
"Manchester's","3","encl"
"mandarin","3","NN"
"mandate","2","NN|VB"
"mandated","3","VB"
"mandatory","4","JJ"
"mandible","3","NN"
"mandolin","3","NN"
"mane","1","NN"
"manes","1","NN"
"maneuver","3","NN|VB"
"maneuverability","7","NN"
"maneuvered","3","VB"
"maneuvering","4","NN|VB"
"maneuvers","3","NN|VB"
"manganese","3","NN|JJ"
"manger","2","NN"
"mangle","2","VB|NN"
"mangled","2","JJ"
"mango","2","NN"
"mangy","2","JJ"
"manhandle","3","VB"
"Manhattan","3","NN"
"Manhattan's","3","NULL"
"manhole","2","NN"
"manhood","2","NN"
"manhours","2","NN"
"mania","2","NN"
"maniac","3","NN"
"maniacal","3","JJ"
"maniacs","3","NN"
"manic","2","JJ|NN"
"manicure","3","NN"
"manicurist","4","NN"
"manifest","3","JJ|VB"
"manifested","4","VB"
"manifesting","4","VB"
"manifestly","4","RB"
"manifestations","5","NN"
"manifestation","5","NN"
"manifesto","4","NN"
"manifold","3","JJ|RB|NN"
"manikin","3","NN"
"manila","3","NN|JJ"
"manipulate","4","VB"
"manipulated","5","VB|JJ"
"manipulating","5","VB"
"manipulation","5","NN"
"manipulations","5","NN"
"manipulative","5","JJ"
"manipulators","5","NN"
"Manitoba","4","NN"
"mankind","2","NN"
"mankind's","2","encl"
"manlike","2","JJ|RB"
"manliness","3","NN"
"manly","2","JJ|NN"
"manmade","2","JJ"
"manna","2","NN"
"manned","1","JJ"
"mannequin","3","NN"
"manner","2","NN"
"mannered","2","JJ"
"mannerism","4","NN"
"mannerisms","4","NN"
"mannerly","3","JJ"
"manners","2","NN"
"manning","2","VB|NN|JJ"
"manor","2","NN"
"manors","2","NN"
"manpower","2","NN"
"man's","1","encl"
"manservant","3","NN"
"mansion","2","NN"
"mansions","2","NN"
"mansion's","2","encl"
"literatures","4","NN"
"liters","2","NN"
"lithe","1","JJ"
"manslaughter","3","NN"
"literature","4","NN"
"lithium","2","NN|JJ"
"lithograph","3","NN"
"lithographs","3","NN"
"lithography","4","NN"
"litigant","3","NN"
"litigants","3","NN"
"litigate","3","VB"
"litigation","4","NN"
"litigious","3","JJ"
"litmus","2","NN"
"litter","2","NN|VB"
"litterbag","3","NN|VB"
"litterbin","3","NN|VB"
"litterbug","3","NN"
"littered","2","VB"
"littering","3","VB|NN"
"litters","2","NN|VB"
"little","2","JJ|RB|NN"
"littlest","3","JJ"
"liturgical","4","JJ"
"liturgy","3","NN"
"livability","5","NN"
"livable","3","JJ"
"live","1","VB"
"lived","1","VB"
"livelier","2","JJ"
"livelihood","3","NN"
"liveliness","3","NN"
"livelong","2","JJ"
"lively","2","JJ"
"liver","2","NN"
"liveried","3","JJ|VB"
"Liverpool","3","NN"
"livers","2","NN"
"liverwurst","3","NN"
"livery","3","NN|JJ"
"liveryman","4","NN"
"lives","1","VB"
"livestock","2","NN"
"livid","2","JJ"
"living","2","VB|NN|JJ"
"Livingston","3","NN"
"Liz","1","NN"
"lizard","2","NN"
"lizards","2","NN"
"lizard's","2","encl"
"llama","2","NN"
"Lloyd","1","NN"
"Lloyd's","1","encl"
"lo","1","minor"
"load","1","NN|VB"
"loaded","2","VB|JJ"
"loader","2","NN"
"loaders","2","NN"
"loading","2","NN|VB"
"loadings","2","NN"
"loads","1","NN|VB"
"loaf","1","NN|VB"
"loafed","1","VB"
"loafer","2","NN"
"loam","1","NN"
"loan","1","NN|VB"
"loaned","1","VB"
"loans","1","NN|VB"
"loath","1","JJ"
"loathe","1","VB"
"loathed","1","VB"
"loathing","2","VB|NN"
"loathsome","2","JJ"
"loaves","1","NN"
"lob","1","VB|NN"
"lobar","2","JJ"
"lobbied","2","VB"
"lobbies","2","NN|VB"
"lobby","2","NN|VB"
"lobbyist","3","NN"
"lobe","1","NN"
"lobes","1","NN"
"lobotomy","4","NN"
"lobster","2","NN"
"lobsterpot","3","NULL"
"lobular","3","JJ"
"lobularity","5","NN"
"lobule","2","NN"
"lobules","2","NN"
"local","2","JJ|NN"
"locale","2","NN"
"locales","2","NN"
"localisms","4","NN"
"localities","4","NN"
"locality","4","NN"
"localization","5","NN"
"localize","3","VB"
"localized","3","JJ"
"locally","3","RB"
"locate","2","VB"
"located","3","VB|JJ"
"locating","3","VB"
"location","3","NN"
"locations","3","NN"
"loci","2","NN"
"lock","1","NN|VB"
"locked","1","VB"
"locker","2","NN"
"locket","2","NN"
"locking","2","JJ|VB"
"lockjaw","2","NN"
"lockout","2","NN"
"locks","1","NN|VB"
"locksmith","2","NN"
"lockstitch","2","NN"
"lockup","2","NN"
"loco","2","minor|NN|JJ"
"locomotion","4","NN"
"locomotive","4","NN|JJ"
"locomotives","4","NN"
"locus","2","NN"
"locust","2","NN"
"locution","3","NN"
"lode","1","NN"
"lodge","1","NN|VB"
"lodged","1","VB"
"lodges","2","NN|VB"
"lodging","2","NN|VB"
"lodgings","2","NN"
"lodgment","2","NN"
"loft","1","NN"
"lofty","2","JJ"
"log","1","NN|VB"
"logarithm","4","NN"
"logarithms","4","NN"
"logbook","2","NN"
"logged","1","VB"
"logger","2","NN"
"logging","2","NN|VB"
"logic","2","NN"
"logical","3","JJ"
"logically","3","RB"
"logician","3","NN"
"logistic","3","JJ"
"logistical","4","JJ"
"logistics","3","NN"
"logjam","2","NN"
"logs","1","NN|VB"
"loin","1","NN"
"loincloth","2","NN"
"loins","1","NN"
"Lois","2","NN"
"loiter","2","VB"
"loll","1","VB"
"lolling","2","VB"
"lollipop","3","NN"
"lolly","2","NN"
"London","2","NN"
"Londoner","3","NN"
"London's","2","encl"
"lone","1","JJ|NN"
"lonelier","2","JJ"
"loneliest","3","JJ"
"loneliness","3","NN"
"lonely","2","JJ|RB"
"loner","2","NN"
"loners","2","NN"
"lonesome","2","JJ|NN"
"long","1","JJ|RB|NN|VB"
"longboat","2","NN"
"longbow","2","NN"
"longed","1","VB"
"longer","2","JJ|RB"
"longest","2","JJ"
"longevity","4","NN"
"Longfellow","3","NN"
"Longfellow's","3","encl"
"longhaired","2","JJ"
"longhand","2","JJ|NN"
"longhorn","2","NN"
"longhorns","2","NN"
"longing","2","NN|VB"
"longings","2","NN"
"longitude","3","NN"
"longitudes","3","NN"
"longrun","2","NN|JJ"
"longs","1","VB"
"longship","2","NN"
"longshore","2","JJ"
"longshoreman","3","NN"
"longshoremen","3","NN"
"longshoremen's","3","NULL"
"longitudinal","5","JJ"
"longshot","2","NN"
"longsighted","3","NULL"
"longstanding","3","JJ"
"longways","2","RB|JJ"
"longwinded","3","JJ"
"loofah","2","NN"
"look","1","VB|NN"
"looked","1","VB"
"looker","2","NN"
"looking","2","VB|NN"
"lookout","2","NN"
"looks","1","VB|NN"
"lookup","2","NN"
"loom","1","NN|VB"
"loomed","1","VB"
"looming","2","VB"
"looms","1","NN|VB"
"loon","1","NN"
"loony","2","JJ"
"loonybin","3","NN"
"loop","1","NN|VB"
"looped","1","VB"
"loophole","2","NN"
"loopholes","2","NN"
"loops","1","NN|VB"
"loopy","2","JJ"
"loose","1","JJ|VB|NN"
"loosely","2","RB"
"loosen","2","VB"
"loosened","2","VB"
"looseness","2","NN"
"loosening","3","VB"
"loosens","2","VB"
"looser","2","JJ"
"loosest","2","JJ"
"loot","1","NN|VB"
"looted","2","VB"
"looter","2","NN"
"looting","2","NN|VB"
"lop","1","VB|JJ"
"lope","1","VB|NN"
"loped","1","VB|JJ"
"lopped","1","VB"
"lopsidedly","4","RB"
"loquacious","3","JJ"
"loquacity","4","NN"
"lord","1","NN|VB"
"lordless","2","JJ"
"lordly","2","JJ"
"lords","1","NN|VB"
"lord's","1","encl"
"lordship","2","NN"
"lore","1","NN"
"lose","1","VB"
"loser","2","NN"
"losers","2","NN"
"loses","2","VB|NN"
"losing","2","VB|NN"
"loss","1","NN"
"losses","2","NN"
"lost","1","VB|JJ|NN"
"lot","1","NN"
"lotion","2","NN"
"lotions","2","NN"
"lots","1","NN"
"lottery","3","NN"
"lotto","2","NN"
"lotus","2","NN"
"Lou","1","NN"
"loud","1","JJ|NN"
"louder","2","JJ|RB"
"loudest","2","JJ"
"loudly","2","RB"
"loudmouth","2","NN"
"loudspeaker","3","NN"
"loudspeakers","3","NN"
"Louis","2","NN"
"Louisa","3","NN"
"Louise","2","NN"
"Louisiana","5","NN"
"Louis's","2","encl"
"Louisville","3","NN"
"lounge","1","NN|VB"
"lounged","1","VB"
"lounger","2","NN"
"lounges","2","NN|VB"
"lounging","2","VB"
"louse","1","VB|NN"
"loused","1","VB|JJ"
"lousiness","3","NN"
"lousy","2","JJ"
"lovable","3","JJ"
"love","1","NN|VB"
"lovebird","2","NN"
"lovechild","2","NULL"
"loved","1","VB|JJ"
"loveless","2","JJ"
"lovelies","2","NN"
"loveliest","3","JJ"
"loveliness","3","NN"
"lovelorn","2","JJ"
"lovely","2","JJ|NN"
"lovemaking","3","VB|NN|JJ"
"lover","2","NN"
"lovers","2","NN"
"lover's","2","encl"
"loves","1","VB"
"love's","1","encl"
"lovesick","2","JJ"
"loving","2","JJ|NN|VB"
"lovingly","3","RB"
"low","1","JJ|NN|RB|VB"
"lowborn","2","JJ"
"lowbred","2","JJ"
"lowbrow","2","JJ"
"lowdown","2","JJ"
"lower","1","JJ|RB"
"lowered","1","VB"
"lowering","2","VB|NN"
"lowermost","2","JJ"
"lowers","1","VB"
"lowest","2","JJ"
"lowland","2","NN|JJ"
"lowlands","2","NN"
"lowliest","3","JJ"
"lowly","2","JJ|RB"
"lows","1","NN|VB"
"loyal","1","JJ"
"loyalist","2","NN|JJ"
"loyalists","2","NN"
"loyalties","2","NN"
"loyalty","2","NN"
"lozenge","2","NN"
"lubber","2","NN"
"lubricant","3","NN"
"lubricate","3","VB"
"lubricated","4","VB"
"lubrication","4","NN"
"Lucas","2","NN"
"Lucas's","3","encl"
"lucent","2","JJ"
"lucid","2","JJ"
"lucidity","4","NN"
"Lucifer","3","NN"
"Lucifer's","3","encl"
"Lucille","2","NN"
"Lucille's","2","encl"
"luck","1","NN"
"lucked","1","VB"
"luckier","2","JJ"
"luckily","3","RB"
"luckless","2","JJ"
"lucks","1","NULL"
"lucky","2","JJ|NN"
"lucrative","3","JJ"
"Lucy","2","NN"
"Lucy's","2","encl"
"ludicrous","3","JJ"
"ludicrousness","4","NN"
"lug","1","VB|NN"
"luge","1","NN|VB"
"luger","2","NN"
"luggage","2","NN"
"lugged","1","VB"
"Luke","1","NN"
"Luke's","1","encl"
"lukewarm","2","JJ"
"lull","1","NN|VB"
"lullaby","3","NN"
"lulled","1","VB"
"lulls","1","VB|NN"
"lumbago","3","NN"
"lumbar","2","JJ"
"lumber","2","NN|VB"
"lumbered","2","VB"
"lumbering","3","JJ|VB"
"lumberjack","3","NN"
"lumberyard","3","NN"
"lumen","2","NN"
"luminaries","4","NN"
"luminary","4","NN"
"luminescence","4","NN"
"luminescent","4","JJ"
"luminosity","5","NN"
"luminous","3","JJ"
"lummox","2","NN"
"lump","1","NN|VB"
"lumped","1","VB"
"lumpish","2","JJ"
"lumps","1","NN|VB"
"lumpy","2","JJ"
"lunacy","3","NN"
"lunar","2","JJ|NN"
"lunatic","3","JJ"
"lunch","1","NN|VB"
"luncheon","2","NN"
"legionary","4","JJ"
"legions","2","NN"
"legislate","3","VB"
"legislated","4","VB"
"legislation","4","NN"
"legislative","4","JJ"
"legislator","4","NN"
"legislators","4","NN"
"legislature","4","NN"
"legislatures","4","NN"
"legislature's","4","encl"
"legit","2","JJ"
"legless","2","JJ"
"legroom","2","NN"
"legs","1","NN|VB"
"legitimacy","5","NN"
"legitimate","4","JJ"
"legitimately","5","RB"
"legitimize","4","VB"
"legitimized","4","VB"
"legume","2","NN"
"lei","2","NN"
"leisure","2","NN"
"leisurely","3","JJ"
"leitmotif","3","NN"
"leitmotiv","3","NN"
"lemma","2","NN"
"lemming","2","NN"
"lemon","2","NN|JJ"
"lemonade","3","NN"
"lemons","2","NN"
"lemur","2","NN"
"lend","1","VB"
"lender","2","NN"
"lending","2","NN|VB"
"lends","1","VB"
"length","1","NN"
"lengthen","2","VB"
"lengthened","2","VB"
"lengthening","3","VB|NN"
"lengthily","3","RB"
"lengths","1","NN"
"lengthways","2","RB"
"lengthwise","2","RB"
"lengthy","2","JJ"
"lenience","2","NN"
"lenient","2","JJ"
"Lenin","2","NN"
"Leningrad","3","NN"
"Leningrad's","3","encl"
"lens","1","NN"
"lenses","2","NN"
"lent","1","VB|NN"
"lentil","2","NN"
"lentils","2","NN"
"Leo","2","NN"
"Leon","2","NN"
"Leonard","2","NN"
"leopard","2","NN"
"leopards","2","NN"
"leopard's","2","encl"
"leotard","2","NN"
"leper","2","NN"
"leprechaun","3","NN"
"leprosy","3","NN"
"lesbian","2","NN|JJ"
"lesbians","2","NN"
"lesion","2","NN"
"Leslie","2","NN"
"less","1","JJ|RB|minor"
"lessen","2","VB"
"lessened","2","VB"
"lessening","3","VB|NN"
"lessens","2","VB"
"lesser","2","JJ|NN"
"lesson","2","NN"
"lessons","2","NN"
"lest","1","minor"
"Lester","2","NN"
"Lester's","2","encl"
"let","1","VB|NN"
"letdown","2","NN"
"lethal","2","JJ"
"lethality","4","NN"
"lethargic","3","JJ"
"lethargies","3","NN"
"lethargy","3","NN"
"lets","1","VB|NN"
"let's","1","encl"
"letter","2","NN"
"letterbox","3","NN"
"lettered","2","VB"
"letterhead","3","NN"
"lettering","3","NN|VB"
"letterman","3","NN"
"lettermen","3","NN"
"letters","2","NN"
"letting","2","VB|NN"
"lettuce","2","NN"
"letterpress","3","NN"
"letup","2","NN"
"leukemia","3","NN"
"levee","2","NN"
"level","2","NN|VB"
"leveled","2","VB"
"leveling","3","VB"
"levelled","2","VB"
"levels","2","NN|VB"
"lever","2","NN|VB"
"leverage","3","NN|VB"
"levers","2","NN|VB"
"leviathan","3","NN"
"levied","2","VB"
"levies","2","NN|VB"
"Levis","2","NN"
"levitate","3","VB"
"levitation","4","NN"
"levity","3","NN"
"levy","2","VB|NN"
"lewd","1","JJ"
"lewdly","2","RB"
"Lewis","2","NN"
"lexical","3","JJ"
"lexicon","3","NN"
"Lexington","3","NN"
"liabilities","4","NN"
"liability","4","NN"
"liable","2","JJ"
"liaison","3","NN"
"liaisons","3","NN"
"liar","1","NN"
"liars","1","NN"
"liar's","1","encl"
"libation","3","NN"
"libel","2","NN|VB"
"libelous","3","JJ"
"liberal","3","JJ"
"liberalism","5","NN"
"liberally","4","RB"
"liberals","3","NN"
"liberal's","3","NULL"
"liberality","5","NN"
"liberalize","4","VB"
"liberalizing","5","VB"
"liberate","3","VB"
"liberated","4","VB|JJ"
"liberating","4","VB"
"liberation","4","NN"
"liberator","4","NN"
"Liberia","3","NN"
"libertarian","4","NN|JJ"
"libertarians","4","NN"
"liberties","3","NN"
"libertine","3","NN"
"libertines","3","NN"
"liberty","3","NN"
"liberty's","3","NULL"
"libidinous","4","JJ"
"libido","3","NN"
"Libra","2","NN"
"lidless","2","JJ"
"librarian","3","NN"
"librarians","3","NN"
"librarian's","3","encl"
"libraries","3","NN"
"library","3","NN"
"libretto","3","NN"
"Libya","2","NN"
"Libyan","2","JJ|NN"
"lice","1","NN"
"license","2","NN|VB"
"licensed","2","VB"
"licensee","3","NN"
"licenses","3","NN|VB"
"licensing","3","NN|VB|JJ"
"licentious","3","JJ"
"lichen","2","NN"
"Lichtenstein","3","NN"
"lick","1","VB|NN"
"licked","1","VB"
"licking","2","VB"
"lid","1","NN"
"lids","1","NN"
"lie","1","VB|NN"
"Liechtenstein","3","NN"
"lied","1","VB"
"liege","1","NN"
"lien","1","NN"
"liens","1","NN"
"lies","1","VB|NN"
"lieu","1","NN"
"lieutenant","3","NN"
"lieutenants","3","NN"
"lieutenant's","3","encl"
"life","1","NN"
"lifebelt","2","NN"
"lifeblood","2","NN"
"lifeboat","2","NN"
"lifeboats","2","NN"
"lifebuoy","2","NN"
"lifeguard","2","NN"
"lifeguards","2","NN"
"lifeless","2","JJ"
"lifelike","2","JJ|RB"
"lifeline","2","NN"
"lifelong","2","JJ"
"lifer","2","NN"
"life's","1","encl"
"lifetime","2","NN"
"lift","1","VB|NN"
"lifted","2","VB"
"lifters","2","NULL"
"lifting","2","VB|NN"
"lifts","1","VB|NN"
"ligament","3","NN"
"ligature","3","NN"
"light","1","NN|VB"
"lightbulb","2","NN"
"lighted","2","VB"
"lighten","2","VB"
"lightened","2","VB|JJ"
"lightens","2","VB"
"lighter","2","JJ|NN|RB"
"lighters","2","NN"
"lightest","2","JJ"
"lightfoot","2","NN"
"lighthearted","3","JJ"
"lighthouse","2","NN"
"lighthouses","3","NN"
"lighting","2","NN|VB"
"lightly","2","RB"
"lightness","2","NN"
"lightning","2","NN"
"lights","1","NN|VB"
"lightship","2","NN"
"lightweight","2","JJ|NN"
"likable","3","JJ"
"like","1","minor|VB|NN|JJ"
"liked","1","VB"
"likelihood","3","NN"
"likely","2","JJ|RB"
"likened","2","VB"
"likeness","2","NN"
"likes","1","VB|NN"
"likewise","2","RB"
"liking","2","NN|VB"
"lilac","2","JJ"
"lilacs","2","NN"
"lilies","2","NN"
"Liliputian","5","NULL"
"Lilliput","3","NN"
"Lilliputian","4","NN|JJ"
"Lilly","2","NN"
"Lilly's","2","NULL"
"lilt","1","NN|VB"
"lilting","2","JJ|VB|NN"
"lily","2","NN"
"Lima","2","NN"
